player_a_id,player_b_id,player_a,player_b,outcome,n_with,n_without,mean_with,mean_without,delta,cohens_d,t_stat,p_value,significant,bh_significant,bh_rank,bh_threshold
2241,630,roman,mutiris,rating,133,84,-0.00959360150912897,0.017205793016463265,-0.026799394525592234,-0.17769902076527289,-1.236687818548703,0.21802620133379166,False,False,6031,0.02080229028697572
2241,630,roman,mutiris,adr,133,84,-0.7611025414684696,1.470649626077415,-2.2317521675458845,-0.14318110887897859,-1.01032956217977,0.3137996048833696,False,False,7328,0.025275938189845477
2241,630,roman,mutiris,kd_log,133,84,0.011076631141318759,-0.014039748987993969,0.025116380129312728,0.05414347049269914,0.3774288072842618,0.7063552524212345,False,False,11580,0.03994205298013245
630,20464,mutiris,ewjerkz,rating,116,93,0.02647808519183991,-0.03307814568150991,0.05955623087334982,0.31235594199109995,2.3055424138977543,0.022127494747882514,True,False,2164,0.007464128035320089
630,20464,mutiris,ewjerkz,adr,116,93,3.0422218104695116,-3.7499534784625017,6.792175288932013,0.33995270696753666,2.5138103627159643,0.012706531991451848,True,False,1674,0.005774006622516557
630,20464,mutiris,ewjerkz,kd_log,116,93,0.006501826896139172,-0.003270944951166659,0.009772771847305831,0.020023093921226476,0.1464017144151902,0.8837472991374754,False,False,13346,0.0460333885209713
20464,630,ewjerkz,mutiris,rating,116,101,-0.005756483141566499,0.008288016406836386,-0.014044499548402884,-0.0928753398144767,-0.6791810719568695,0.4977850719513247,False,False,9365,0.03230201434878587
20464,630,ewjerkz,mutiris,adr,116,101,-0.11153588568278713,0.3489712209346504,-0.46050710661743754,-0.029475424495271046,-0.21618249589133792,0.8290560850735443,False,False,12770,0.04404663355408389
20464,630,ewjerkz,mutiris,kd_log,116,101,0.02570713824468093,-0.026615594154248377,0.0523227323989293,0.1129331487338708,0.8244211923499616,0.41066320310576404,False,False,8453,0.029156318984547465
630,20465,mutiris,arrozdoce,rating,94,141,0.062456356158140346,-0.041817500636557335,0.10427385679469768,0.6174128908362401,4.538642611982189,1.0185621495957462e-05,True,True,184,0.0006346578366445917
630,20465,mutiris,arrozdoce,adr,94,141,5.656943628970975,-3.773034330876293,9.429977959847267,0.5374917435413606,3.9306285218623205,0.00012050087630176229,True,True,314,0.001083057395143488
