player_a_id,player_b_id,player_a,player_b,n_sig_outcomes,outcomes_significant,max_t,min_p,n_bh_sig_outcomes,delta_adr,delta_kd_log,delta_rating
20889,15573,7kick,ciocardau,1,adr,-2.057524895789875,0.04759029294731535,0,-7.2046298091651115,-0.07597334709965678,-0.06700961005200601
19703,11940,ryujin,nealan,1,adr,-2.057928720839481,0.04173157698676206,0,-6.089290451336367,-0.0986918006943904,-0.05322492167684432
20700,11940,lattykk,nealan,1,adr,-2.057928720839481,0.04173157698676206,0,-6.089290451336367,-0.0986918006943904,-0.05322492167684432
22880,22884,m1quse,gr1ks,1,kd_log,-2.0632685917853335,0.04074012877549676,0,-2.6828484579155543,-0.1147984412451496,-0.015280050464982244
20018,8711,fr3nd,sonic,1,kd_log,-2.069293844038212,0.04584041333990665,0,-5.3812702685492235,-0.21708387854551325,-0.046078986882354615
19711,19128,snav,slight,1,rating,-2.0714245237579663,0.043893353349090725,0,-5.038853269037543,-0.008059598805621878,-0.06705961746341489
22957,24772,stax,nardes,1,kd_log,-2.07153110811628,0.04270264891028654,0,-4.143798967384229,-0.22378920583323827,-0.030231312073448507
13249,18838,osee,hext,1,kd_log,-2.072816219987124,0.042138171200299286,0,-1.3353479621381747,-0.20280145374334763,0.0061758925238711015
11219,15369,cerq,redstar,1,kd_log,-2.076357338931858,0.03945204793094145,0,0.02037788586067507,-0.1293454329869633,0.00986747570802844
22181,11739,urban0,shz,1,adr,-2.0788378841160586,0.044622571995649625,0,-8.157350126896944,-0.18687722913133614,-0.06966210905887613
22371,11739,levi,shz,1,adr,-2.0788378841160586,0.044622571995649625,0,-8.157350126896944,-0.18687722913133614,-0.06966210905887613
22884,23047,gr1ks,sdaim,1,rating,-2.0794670822180286,0.043112166366277654,0,-4.34462763557366,-0.05808418577416187,-0.052729685291552926
22101,19815,spardaus,dytor,1,kd_log,-2.0826112233957264,0.03841463916113627,0,-3.6555169400636895,-0.11887176498399854,-0.041715277085519586
18610,23045,detr0ittj,lukiz,1,adr,-2.0844269908532707,0.04075461495625462,0,-8.116082307259859,-0.19647519586041332,-0.06409399258188213
11213,19831,delboni,proshow,1,rating,-2.0908828852034,0.042030383358088244,0,-6.971503215959219,0.09375681700759511,-0.0958148465243831
16816,19831,vsm,proshow,1,rating,-2.0908828852034,0.042030383358088244,0,-6.971503215959219,0.09375681700759511,-0.0958148465243831
12822,9219,vini,felps,1,rating,-2.0930678188523553,0.04230132079214724,0,-8.624811177418326,0.01061310031565902,-0.08916839620948233
20183,9219,decenty,felps,1,rating,-2.0930678188523553,0.04230132079214724,0,-8.624811177418326,0.01061310031565902,-0.08916839620948233
22564,9219,noway,felps,1,rating,-2.0930678188523553,0.04230132079214724,0,-8.624811177418326,0.01061310031565902,-0.08916839620948233
19284,7266,prosus,syrson,1,kd_log,-2.0975079477230136,0.03826475931013253,0,-6.28678462202612,-0.19561842309404698,-0.030966461905052402
3741,24177,niko,kyousuke,1,rating,-2.0996500090479757,0.038009597063981215,0,-6.007851598356825,-0.04211408098466044,-0.06212995994556059
12018,24177,teses,kyousuke,1,rating,-2.0996500090479757,0.038009597063981215,0,-6.007851598356825,-0.04211408098466044,-0.06212995994556059
19230,24177,m0nesy,kyousuke,1,rating,-2.0996500090479757,0.038009597063981215,0,-6.007851598356825,-0.04211408098466044,-0.06212995994556059
19677,24177,kyxsan,kyousuke,1,rating,-2.0996500090479757,0.038009597063981215,0,-6.007851598356825,-0.04211408098466044,-0.06212995994556059
19230,20447,m0nesy,heavygod,1,adr,-2.1013592785778097,0.03897299322959375,0,-6.196900418451916,0.014195141807931286,-0.05159660531130039
20309,16726,bnox,phzy,1,rating,-2.1026576215038326,0.04451321274279411,0,-9.468764734850918,-0.08885493814744919,-0.08833297444870618
19164,20447,sunpayus,heavygod,1,rating,-2.103291704072233,0.039322923203310475,0,-6.034029317467239,-0.004503356188892714,-0.06588833099686918
21062,20447,matys,heavygod,1,rating,-2.103291704072233,0.039322923203310475,0,-6.034029317467239,-0.004503356188892714,-0.06588833099686918
20119,19310,nilo,lnz,1,kd_log,-2.107066805959042,0.03763720378723604,0,-0.407842303632673,-0.14808534813246,-0.002822899952659063
9136,13249,brehze,osee,1,adr,-2.107815189856406,0.03884853939401921,0,-8.557115320766432,-0.13108974192777967,-0.0655754890179921
18865,19694,dav1deus,nqz,1,kd_log,-2.1182060250459616,0.0350698993510964,0,-0.4468356845166549,-0.12573108112737352,-0.0043846974796344475
15573,21213,ciocardau,ersin,1,adr,-2.1221238678767826,0.03695448052975658,0,-7.979352038132701,-0.08076085154786221,-0.06862790010498834
20522,21762,gbb,cso,1,rating,-2.125266529037454,0.037373043417877304,0,-8.459718050281154,0.061334725928459385,-0.09509959013188436
22362,21762,xureba,cso,1,rating,-2.125266529037454,0.037373043417877304,0,-8.459718050281154,0.061334725928459385,-0.09509959013188436
23048,21630,kelien,pipw,1,kd_log,-2.128972339934804,0.040463715437423484,0,-2.8144603333842078,-0.18913623637170343,-0.014831591707031829
16817,9216,hardzao,coldzera,1,kd_log,-2.129690709325822,0.03669715768395464,0,4.109370997252639,-0.16419324694055118,0.04286956248506826
23397,3849,poiii,jw,1,kd_log,-2.13022039417133,0.03420128082842176,0,2.547414511679511,-0.11507173446572763,0.033709299104533304
17133,20083,desh,ninjaz,1,adr,-2.1315504813071464,0.034599519988113454,0,-5.2727040612598906,-0.017635016193389433,-0.04724281156724191
11276,20283,marko,tomiko,1,adr,-2.141430311110101,0.04046853115501837,0,-8.206454266175788,-0.17020794818008805,-0.06723129042108872
22075,19231,sfade8,h1te,1,kd_log,-2.1414962773595705,0.033119026720505845,0,-4.199484076562377,-0.11282723864504565,-0.02939686082384702
14218,13669,plopski,jackinho,1,adr,-2.1439476510259725,0.03383538104379852,0,-6.409353983613894,-0.12906882241850004,-0.04808704638845386
10838,23094,mawth,renanzin,1,kd_log,-2.1446589399418157,0.03537378036489155,0,2.407658251743414,-0.24827050707191198,0.03103265627462133
10840,23094,tatazin,renanzin,1,kd_log,-2.1446589399418157,0.03537378036489155,0,2.407658251743414,-0.24827050707191198,0.03103265627462133
2131,20228,bondik,j3kie,1,rating,-2.14580858629912,0.03827886931101719,0,-5.8592797538938735,-0.07702656705353152,-0.06563875515793817
14799,17622,brett,wolffe,1,rating,-2.1467623873724953,0.03536556390756759,0,-9.022514745372519,-0.11808118583598687,-0.08896076327586089
22126,16954,nyezin,yepz,1,kd_log,-2.1541401397887805,0.0352044208935579,0,-1.2914748964338978,-0.2039155602015177,-0.00020600711460096307
22189,19575,h4san4tor,x5g7v,1,kd_log,-2.1541436785304784,0.03712785620970943,0,-6.0538050406132715,-0.19746450664066123,-0.04952485289232167
16753,10961,n1xen,kristou,1,kd_log,-2.155652854045553,0.03181385728420498,0,0.4067528851379192,-0.11023956407390753,0.002876057224047689
22929,16948,nota,travis,1,rating,-2.1605387630636743,0.03160896582316235,0,-4.070869473821363,0.028820109941502615,-0.04336152711755081
