player_col,rapm_score,hltv_player_id,hltv_slug,player_name,label,maps,avg_rating,avg_adr,avg_kd_log,win_rate,rapm_rank,rating_rank,adr_rank,kd_rank,winrate_rank,delta_rating,delta_adr,delta_kd,rapm_score_z,avg_rating_z,avg_adr_z,avg_kd_log_z,flag_high_rating_low_rapm,flag_low_rating_high_rapm
p_24048,0.8089782847208882,24048,slump,slump,slump,92,0.7787173913043478,79.2663043478261,0.03529958496308993,0.532608695652174,301.0,133.0,103.0,212.0,296.0,-168.0,-198.0,-89.0,0.39310203420712847,1.0020491358558563,1.1822290968898517,0.604444474417713,False,False
p_24863,0.8055320780081557,24863,timo,timo,timo,125,0.73988,74.328,-0.04841947529608274,0.608,302.0,360.0,351.0,476.0,47.0,58.0,49.0,174.0,0.38732437916442,0.21633863231368677,0.21946980449704026,-0.12498026396298524,False,False
p_22125,0.8048782256889874,22125,lich,lich,lich,114,0.6868508771929824,68.62456140350876,-0.1704825843458852,0.49122807017543857,303.0,688.0,696.0,751.0,488.0,385.0,393.0,448.0,0.3862281787725304,-0.8564815902545801,-0.8924581206785284,-1.1884877986743725,False,False
p_21363,0.8040345407266699,21363,shg,shg,shg,75,0.78276,77.988,0.030092510254764962,0.5066666666666667,304.0,113.0,146.0,232.0,416.0,-191.0,-158.0,-72.0,0.3848137190249531,1.0838342405502919,0.9330141229449033,0.559076441199345,False,False
p_19686,0.8038387857170142,19686,n1ssim,n1ssim,n1ssim,114,0.689657894736842,68.65087719298245,-0.033561095127586205,0.5789473684210527,305.0,665.0,694.0,433.0,125.0,360.0,389.0,128.0,0.3844855306680289,-0.7996934514593074,-0.8873276610980863,0.004477353377852822,False,False
p_22760,0.8032771164419353,22760,upe,upe,upe,192,0.686078125,67.62135416666666,-0.17471229007019817,0.5729166666666666,306.0,692.0,741.0,759.0,141.0,386.0,435.0,453.0,0.3835438775433036,-0.872114965573318,-1.0880408594966873,-1.225340242811146,False,False
p_13170,0.803027656899969,13170,kwezz,kwezz,kwezz,157,0.6721273885350318,66.91910828025478,-0.10460271519802632,0.5286624203821656,307.0,745.0,760.0,630.0,310.0,438.0,453.0,323.0,0.38312565214339694,-1.1543491683491136,-1.224948936655864,-0.6144917914453435,False,False
p_13497,0.8002768042435591,13497,lucky,lucky,lucky,329,0.7688632218844984,77.11003039513677,0.019310099699005708,0.5501519756838906,308.0,180.0,183.0,267.0,217.0,-128.0,-125.0,-41.0,0.3785137762326065,0.8026916569720223,0.7618473952618241,0.4651318009417969,False,False
p_20956,0.8001506563227038,20956,fozil,fozil,fozil,337,0.7158575667655787,71.24272997032641,-0.10704821248152047,0.4836795252225519,309.0,519.0,556.0,638.0,524.0,210.0,247.0,329.0,0.378302285967567,-0.26965379609157325,-0.38202661641855135,-0.6357988416045451,False,False
p_17353,0.7996927244298695,17353,cxzi,cxzi,cxzi,121,0.7773636363636364,78.43305785123967,-0.09799540367968025,0.4628099173553719,310.0,141.0,126.0,614.0,615.0,-169.0,-184.0,304.0,0.3775345512579584,0.9746616249954138,1.0197814729811545,-0.5569238199374299,False,False
p_19694,0.7982459297488365,19694,nqz,nqz,nqz,276,0.706054347826087,72.34492753623189,0.17251547308967433,0.5398550724637681,311.0,571.0,481.0,32.0,265.0,260.0,170.0,-279.0,0.37510896240580077,-0.46798050729938373,-0.1671449740800477,1.7999746558191791,False,False
